ID,Year,Month,Stage,ProjectNumber,Lead,ShortTitle,Programme,Funder,TotalBudget,StaffTime 
5990,2010,8,A,01107.00.D,NB,PPDG - ESPA Marine Research Consortium Grant,H1,ESPA,41100,4620
5991,2010,8,A,01127.00.D,BB,CBD COP 10 Youth Forum,D5,GTZ,4936,2500
5992,2010,8,A,2752,CDB,West Africa full-size GEF,D5,UNEP GEF,2631873.302,921155.6556
5993,2010,8,A,4051,CB,ECOsystem services of FRESHwater systems (ECOFRESH),D4,Belgium Science Policy,13408.00348,12239
5994,2010,8,A,4063,CB,SGA Capacity Building proposal to the EC ENRTP,D4,UNEP (EC ENRTP),589024.2134,50000
5995,2010,8,A,6037,MBH,Proteus,D6,Statoil,157912.3981,134225.5384
5996,2010,8,A,6037,MBH,Proteus,D6,Premier Oil,4000,3400
5997,2010,8,A,6037,MBH,Proteus,D6,Petrobras,98695.24881,83890.96149
5998,2010,8,B,01012.00.D,AR,Support to the EEA: Integrated analysis of landuse trends and their impacts on biodiversity and landscapes,D7,EEA,362476.439,25000
5999,2010,8,B,01024.00.D,BB,PAME in Africa,D5,German Government,126866.7537,18123.82195
6000,2010,8,B,01025.00.D,BB,World Heritage Gaps in Africa,D5,IUCN,6504,6120
6001,2010,8,B,1032,BD,EU Deforestation Impacts,D2,EC,97039,95539
6002,2010,8,B,1043,MBH,Mining / Biodiversity Mapping Overlap,D6,I.H.S.,197390.4976,98695.24881
6003,2010,8,B,01048.01.D,JDH,UNEP Challenge Fund 2011,A6,UNEP,197390.4976,164492.0814
6004,2010,8,B,1049,JDH,UNEP MEA Support 2010,A6,UNEP,164492.0814,137076.7345
6005,2010,8,B,1050,JDH,UNEP MEA Support 2011,A6,UNEP,164492.0814,137076.7345
6006,2010,8,B,1060,MBH,Sensitivity mapping in West Africa,D6,IMO/IPIECA ,38382,38382
6007,2010,8,B,1077,CB,GEO-5 support to UNEP,D4,UNEP,78956.19905,65796.83254
6008,2010,8,B,01080.00.D,NB,Managing for Resilience _ Mauritius,H1,UNDP,131593.6651,129833
6009,2010,8,B,01085.00.D,CB,Biodiversity Ecosystem Functioning,D4,UNEP,1973904.976,322404.4794
6010,2010,8,B,01087.00.D,JS,Biodiversity Modelling with Imperial College,D8,NERC with Imperial College,1229507,25220
6011,2010,8,B,01089.00.D,BD,Biofuels,D2,UNEP DTIE,25000,23000
6012,2010,8,B,01090.00.D,BD,Lifeweb,D2,Lifeweb Initiative,25000,15000
6013,2010,8,B,01100.00.D,LM,REDD-FAR database,D2,UNEP DEPI,131593.6651,118434.2986
6014,2010,8,B,01101.00.D,CC,ICCA Registry phase 2,D5,UNDP & GEF,49347.62441,39478.09952
6015,2010,8,B,01104.00.D,JJ,UNCCD Impact Indicators,D4,EC,90619.10976,23560.96854
6016,2010,8,B,01105.00.D,LW,Nereus Project,H1,Nippon Foundation and UBC,921155.6556,615858.3526
6017,2010,8,B,01106.00.D,LW,TWAP,H1,GEF FSP,197390.4976,157912.3981
6018,2010,8,B,01113.00.D,LM,ICI REDD Scenarios,D2,BMU via IISA,724952.8781,652457.5903
6019,2010,8,B,01114.00.D,JJ,Technical support and analysis for UNCCD 4th reports (PRAIS component),D4,UNCCD Secretariat,22654.77744,22654.77744
6020,2010,8,B,01117.00.D,MW,Kailash Sacred Landscape Conservation Initiative,D4,GTZ/UNEP,33000,27000
6021,2010,8,B,01122.00.D,JDH,IPBES Capacity Building,A6,Norwegian Government,28000,20000
6022,2010,8,B,2386,GF,CITES Global Overview 2010,D3,CITES,180941.2895,180000
6023,2010,8,B,2490C,GF,CITES Support 2011,D3,CITES,63417,63417
6024,2010,8,B,2793,BD,Tanzania REDD,D2,UN REDD,263187.3302,65796.83254
6025,2010,8,B,4022,BD,Biofuel Gateway,D2,WWF Germany,30000,25000
6026,2010,8,B,4034,JJ,Adapt-Live,D4,German Government,226547.7744,226547.7744
6027,2010,8,B,4044,MBH,Biodiversity offsets Whitepaper,D6,IDB (InterAmerican Development Bank),13159.36651,13159.36651
6028,2010,8,B,4066,JJ,PEI Rapid ecosystem assessment tool,D4,UNDP-UNEP PEI,65796.83254,16449.20814
6029,2010,8,B,4069,CDB,UNEP Ecological Corridoors,D5,UNEP,2646611.792,506635.6106
6030,2010,8,B,,MBH,Corporate data partners,D6,"Alcatel-Lucent, SNS, etc",30000,30000
6031,2010,8,C,01004.01.D,JS,EU Cost Action,D8,EU,453095.5488,67964.33232
6032,2010,8,C,1015.00.D,TY,Saltmarsh _ Blue Carbon mapping,H1,CCI,63250,15000
6033,2010,8,C,01033.00.D,LW,Biodiversity Broker - capacity building,H1,Unilever ,0,0
6034,2010,8,C,1034,FK,Invasive Species Mapping Tool,H1,,0,0
6035,2010,8,C,01037.00.D,DSS,Capacity building ASEAN region,D4,UNEP / UNDA,413204.1084,121164
6036,2010,8,C,01038.00.D,CB,Strengthening the capacity of the Central Asian region,D4,UNEP / UNDA,424201.3909,200000
6037,2010,8,C,01042.00.D,PB,Capacity building in Latin America,D4,UNEP / UNDA,392478.1061,122382.1085
6038,2010,8,C,1051,JJ,Improving connections between research and policy,D4,,250000,80000
6039,2010,8,C,1055,CC,ICCAs and Human Adaptation to Biodiversity Change,D5,NERC,50000,0
6040,2010,8,C,1057,JJ,UNCCD impact / PRAIS 2,D4,UNEP DGEF,657968.3254,131593.6651
6041,2010,8,C,1058,CB,"Regional hubs and champions for ecosystem assessment practitioners
",D4,UNEP GEF and EC through 4064,657968.3254,131593.6651
6042,2010,8,C,01064.00.D,CMC,Strategic review of fish species,D3,JNCC,30000,15000
6043,2010,8,C,1067,NB,Island Information Portal,H1,Lighthouse Foundation ,98695.24881,26318.73302
6044,2010,8,C,01078.00.D,TY,CSI: Illegal Trade,H1,US DOS,130277.7284,19739.04976
6045,2010,8,C,01079.00.D,NB,Coral Reef Resilience Toolkit,H1,UNDP,32898.41627,23028.89139
6046,2010,8,C,01082.00.D,CM,UN List 2012,D5,A UN Agency,1085647.737,641268.4313
6047,2010,8,C,1094,CC,"ICCAs and Climate Change, REDD",D5,"UNDP, UNEP, others TBD",120000,85000
6048,2010,8,C,01102.00.D,LW,GOBI,H1,"GEF, Defra",0,0
6049,2010,8,C,01104.00.D,MBH,"Integrating biodiversity conservation in the oil, gas and mining sectors",D6,GEF,3947809.952,0
6050,2010,8,C,01107.00.D,NB,PPDG - ESPA Marine Research Consortium Grant,H1,ESPA,41100,4620
6051,2010,8,C,01108.00.D,CC,"Pacific 2020, ocean basin connectivity and protection",D5,Okeanos Foundation,90619.10976,63433.37683
6052,2010,8,C,01112.00.D,AR,Adopting an ecosystem approach: improving integration of approaches to agriculture and biodiversity,D7,CBD Secretariat,13159.36651,11580.24253
6053,2010,8,C,01116.00.D,AR,Agriculture and Interactive maps,D7,,0,0
6054,2010,8,C,01121.00.D,CC,Supporting the Satoyama Initiative Partnership through Knowledge Management and Analysis,D5,Japan Government/UNU-IAS,197390.4976,138173.3483
6055,2010,8,C,01123.00.D,CM,Building stronger links between (Namibia) national and global biodiversity conservation information systems,D5,JRS BIODIVERSITY FOUNDATION,126329.9185,50531.96739
6056,2010,8,C,01124.00.D,JR,Increasing access to significant archives of documents and publications on the worlds threatened species and protected areas,C4,JRS BIODIVERSITY FOUNDATION,100000,0
6057,2010,8,C,01125.00.D,CC,ICCAs and the GTZ,D5,GTZ,60000,42000
6058,2010,8,C,01128.00.D,CB,Traditional Knowledge Frameworks,D4,,120500,83500
6059,2010,8,C,2037B,CB,FRIS - Stage 3,D4,,0,0
6060,2010,8,C,2601,CDB,"Transboundary Conservation Governance:
Tools for Strengthening Global Co-operation
",D5,,61500,42500
6061,2010,8,C,2668,CDB,Protecting Carbon,D5,WWF International Forest Programme,0,0
6062,2010,8,C,2671,CC,Incorporating Marine Protected Area Management Effectiveness into the Global Study,D5,University of Queensland,0,0
6063,2010,8,C,2674,CC,Analysis of marine protected areas and marine biodiversity,D5,"OBIS, EC, Proteus",0,0
6064,2010,8,C,2728,GF,CITES regional analyses ASEAN,D3,,0,0
6065,2010,8,C,2731,IL,CILCA - Agrocertification,C2,,0,0
6066,2010,8,C,2744,MW,UNEP Biodiversity and Livelihoods Umbrella,D4,UNEP DEWA,0,0
6067,2010,8,C,2774,CC,"Understanding the conservation role, extent, and impact of Private Protected Areas",D5,"The Nature Conservancy, the IUCN World Commission on Protected Areas, Fundaci—n Ambiente y Recursos Naturales, IIED, DFID, the GEF",174361.6062,0
6068,2010,8,C,4004.01.D,AC,Congo Lidar,C2,German Environment Ministry (BMU),0,0
6069,2010,8,C,4024,HP,Building capacity on sustainable financial planning for protected areas in Brazil,D5,"TNC, Brazilian Government",553246.0867,91952.41249
6070,2010,8,C,4028,NB,Communities and Coral Reefs: Managing for Resilience,H1,DFID,0,0
6071,2010,8,C,4032,JJ,Wealth in Drylands,D4,,1690978.596,0
6072,2010,8,C,4033,CB,The MA e-learning portal,D4,,954054.0718,0
6073,2010,8,C,4057,MW,Sustainable Use Indicators for 2010 and Beyond,D4,"Shell, UNEP GEF",321039,0
6074,2010,8,D,1000,JS,Contributions to PhD students,D8,,0,0
6075,2010,8,D,1005,CM,IPIECA: Modernise IMAPS facility,C2,IPIECA,0,0
6076,2010,8,D,01023.00.D,BB,World Heritage 2011,D5,IUCN,21161,21161
6077,2010,8,D,1026,NB,Future Food Security: Public _ Private Partnerships for Sustainable Open Ocean Mariculture,H1,,0,0
6078,2010,8,D,01027.00.D,BB,Wilderness Mapping in Europe,D5,European Commission (Directorate General Environment),18123.82195,18123.82195
6079,2010,8,D,1040,HG,ShipStrikesMapper,D3,,0,0
6080,2010,8,D,1041,JS,Setting Biodiveristy Agenda with Martin Jenkins,D8,,0,0
6081,2010,8,D,1045.00.D,AR,Planning for Food security and Biodiversity conservation,D7,,0,0
6082,2010,8,D,01046.00.D,MBH,Ecoishare (GBIF),D6,GBIF,0,0
6083,2010,8,D,1053,CC,Partnership development with UNU-IAS,D5,UNU-IAS,7000,5000
6084,2010,8,D,1066,NB,Salt marsh Data Layer,H1,RAMSAR,0,0
6085,2010,8,D,1071,BD,Review of biofuels research and policy,D2,,0,0
6086,2010,8,D,1072,BD,Climate change and land use,D2,,0,0
6087,2010,8,D,1074,BD,REDD co-benefits network ,D2,(RCBN)/REDD co-benefits clearinghouse (RCBCH),0,0
6088,2010,8,D,1075,BD,Peatlands in the Arctic,D2,Potential collaboration with Shell,0,0
6089,2010,8,D,01088.00.D,AC,Citizen Science,C2,,0,0
6090,2010,8,D,01092.00.D,BD,UNEP-DTIE GBEP,D2,,0,0
6091,2010,8,D,01093.00.D,BD,DFID support for capacity building,D2,,0,0
6092,2010,8,D,01095.00.D,BD,Global atlas of carbon storage Phase II,D2,,0,0
6093,2010,8,D,01096.00.D,MW,ESPA Brazil,D4,"NERC, ESRC and DFID",0,0
6094,2010,8,D,01097.00.D,HP,UNEP Brazil Cooperation,D5,UNEP Brazil,0,0
6095,2010,8,D,01103.00.D,VK,Colombian mangroves GEF project,D2,UNEP GEF,0,0
6096,2010,8,D,01110.00.D,LM,Indonesia REDD,D2,UNEP ROAP,0,0
6097,2010,8,D,01111.00.D,LM,World Forest Observatory,D2,Sloan Foundation,0,0
6098,2010,8,D,01115.00.D,JS,ACE biomass,D2,"Leeds University, de Montfort University",0,0
6099,2010,8,D,01120.00.D,JS,Peer Review Consultation & Network,D8,CCI,0,0
6100,2010,8,D,01126.00.D,LW,GMDP Mangroves,H1,,0,0
6101,2010,8,D,2178,MW,Drylands Watch,D4,UNCCD,59000,44250
6102,2010,8,D,2351,JDH,Biodiversity Yearbook,A6,"UNEP PCMU, UNEP DEWA",203892.997,152919.7477
6103,2010,8,D,2391,LW,Seagrass Database,C2,University of New Hampshire,10000,7500
6104,2010,8,D,2529,MA,Satellite Imagery,C2,"WRI, National Geographic",0,0
6105,2010,8,D,2536,JDH,Scholarship scheme for UNEP-WCMC,A1,,0,0
6106,2010,8,D,2600,CDB,"Planning for Climate Change: The effects of climate change on protected area coverage of forest ecosystems
",D5,,34324,34324
6107,2010,8,D,2627,JMH,Reconciling KBAs & HVCFs & Gap Analysis,A1,Various inc TNC & CI,200000,200000
6108,2010,8,D,2660,MW,Methods for quantifying the level of threat of ecosystems,D4,,0,0
6109,2010,8,D,2661,CB,Mapping ecosystem services,D4,,0,0
6110,2010,8,D,2664,CDB,Methodologies and Tools for assessing the social impacts of protected areas,D5,GEF,0,0
6111,2010,8,D,2665,CDB,Extending the Protecting Carbon concept note for German Govt,D5,German Government,0,0
6112,2010,8,D,2672,CC,Measuring socio-economic indicators and impacts of marine protected areas,D5,University of Washington and FAO,0,0
6113,2010,8,D,2685,MW,Mapping the economic value of protected area tourism,D4,,0,0
6114,2010,8,D,2698,CM,ARCGIS Marine Emergency Demonstrator,C2,,0,0
6115,2010,8,D,2699,CC,Wet List,D5,IUCN,0,0
6116,2010,8,D,2700,NB,Millennium Coral Dataset,H1,NASA,0,0
6117,2010,8,D,2706,CDB,Production of updated Global Forest Map,D5,,0,0
6118,2010,8,D,2707,CDB,Protected Areas and deforestation,D5,,0,0
6119,2010,8,D,2708,CDB,Protection of forest in Global Priority Areas,D5,,0,0
6120,2010,8,D,2709,CDB,Identifying Gold Standards for Carbon Protection,D5,,0,0
6121,2010,8,D,2713,CDB,Capacity development for regional biodiversity networks,D5,,0,0
6122,2010,8,D,2714,CDB,Systems level PA reporting tools,D5,,0,0
6123,2010,8,D,2715,CDB,Middle Eastern/North African Pas,D5,,0,0
6124,2010,8,D,2716,CDB,Ecosystem services associated with PAs,D5,,0,0
6125,2010,8,D,2717,CDB,Strengthening POWPA reporting,D5,,0,0
6126,2010,8,D,2722,GF,Interface to support CITES national reporting,D3,,0,0
6127,2010,8,D,2730,GF,Links to EC veterinary data,D3,EC,0,0
6128,2010,8,D,2732,CDB,Protected Areas and Climate Change,D5,,0,0
6129,2010,8,D,2740,CDB,Protected Areas Programme Website,D5,CBD Secretariat,35000,31500
6130,2010,8,D,2753,JMH,GEO-BON,A1,Diversitas,32898.41627,0
6131,2010,8,D,2768,CC,Integrating protected areas into wider land and seascapes,D5,,50000,0
6132,2010,8,D,4009,CC,Global review of marine protected areas of international significance,D5,"French MPA Agency, French Ministry of Environment",300000,0
6133,2010,8,D,4016,AC,Protected Areas Assessment and Monitoring (PAAM) tool,C2,"RSPB, Birdlife, JRC, NASA, Kings College",0,0
6134,2010,8,D,4026,GF,EU Wildlife Trade Support Services 2011-2014,D3,EU,583142.9598,442329.66
6135,2010,8,D,4027,GF,CMS Party Reports 2011,D3,CMS Secretariat,22590.43787,22590.43787
6136,2010,8,D,4035,DSS,Post-2010 BIP,D4,,0,0
6137,2010,8,F,4064,CB,Ecosystem services proposal to the EC ENRTP,D4,WRI (EC ENRTP),815571.9878,4
6138,2010,8,F,1039,LM,IIASA EC REDD,D2,IIASA (EC FP7),135120,2
6139,2010,9,1,04043.02.E,MBH,Standards,D6,IDB,22275.83,18969.57
6140,2010,9,1,01081.00.D,THJ,Chevening 2010-2011 (SALTERS),A1,SALTERS,9000,0
6141,2010,9,1,01099.00.D,AR,Conservation Leadership MSc Lectureship,D7,CCI ,300000,24000
6142,2010,9,1,01122.00.D,JDH,IPBES Capacity Building,A6,Norwegian Government,28750,27750
6143,2010,9,1,01127.00.D,BB,CBD COP 10 Youth Forum,D5,GTZ,4936,2500
6144,2010,9,1,06023.00.E,JS,PBL Global Biodiversity modelling Workshop,D8,PBL,4000,0
6145,2010,9,1,6037,MBH,Proteus,D6,Statoil,51612.9,43870.97
6146,2010,9,LIA,1069,LM,UN-REDD Phase II,D2,UN-REDD,344714,256131
6147,2010,9,LIA,01101.00.D,CC,ICCA Registry phase 2,D5,UNDP & GEF,104391.92,101315
6148,2010,9,A,01048.00.D,JDH,UNEP Challenge Fund 2010,A6,UNEP,130240.7152,108533.9293
6149,2010,9,A,1059,MBH,Extractive workshop for the Andes and Amazon region,D6,Moore Foundation,32560.1788,16280.0894
6150,2010,9,A,1061,MBH,IBAT,D6,MacArthur Foundation,325601.788,74888.41124
6151,2010,9,A,01068.00.D,MBH,Standards,D6,EIB and EBRD,15000,15000
6152,2010,9,A,01079.00.D,NB,Guidance for Integrating Social-ecological Resilience Metrics,H1,UNDP,32560.1788,22792.12516
6153,2010,9,A,01081.00.D,THJ,Chevening 2011 (SALTERS),A1,Salters,9000,0
6154,2010,9,A,1083.00.D,IL,ITTO Status of Tropical Forest Management,C2,ITTO,15000,14200
6155,2010,9,A,01086.00.D,JS,Testing a novel method for integrating research,D8,ESRC via Cambridge University,5245,5210
6156,2010,9,A,01105.00.D,LW,Nereus Project,H1,Nippon Foundation and UBC,911685.0064,140659.9724
6157,2010,9,A,01117.00.D,MW,Kailash Sacred Landscape Conservation Initiative,D4,GTZ/UNEP,33000,27000
6158,2010,9,A,01132.00.D,MBH,Coastal sensitivity analysis for BP (Phase 1),D6,BP,13650,13650
6159,2010,9,A,01136.00.D,MBH,Coastal sensitivity analysis for BP (Phase 2),D6,BP,73045,47479.25
6160,2010,9,A,01135.00.D,MBH,IHS 2010 - 2012,D6,I.H.S,250000,250000
6161,2010,9,A,2752,CDB,West Africa full-size GEF,D5,UNEP GEF,2604814.304,911685.0064
6162,2010,9,A,4051,CB,ECOsystem services of FRESHwater systems (ECOFRESH),D4,Belgium Science Policy,12247.22392,12239
6163,2010,9,A,4063,CB,SGA Capacity Building proposal to the EC ENRTP,D4,UNEP (EC ENRTP),538030.2479,50000
6164,2010,9,A,6037,MBH,Proteus,D6,Statoil,156288.8582,132845.5295
6165,2010,9,A,6037,MBH,Proteus,D6,Premier Oil,4000,3400
6166,2010,9,A,6037,MBH,Proteus,D6,Petrobras,97680.5364,83028.45594
6167,2010,9,B,01004.01.D,JS,EU Cost Action,D8,EU,413869.4215,0
6168,2010,9,B,01007.01.D,ND,Rapid Environment & Climate Change Assessment for Saudi Arabia,D2,Saudi Government,100000,40000
6169,2010,9,B,01012.00.D,AR,Support to the EEA: Integrated analysis of landuse trends and their impacts on biodiversity and landscapes,D7,EEA,331095.5372,25000
6170,2010,9,B,01024.00.D,BB,PAME in Africa,D5,German Government,115883.438,16554.77686
6171,2010,9,B,01025.00.D,BB,World Heritage Gaps in Africa,D5,IUCN,6504,6120
6172,2010,9,B,01027.00.D,BB,Wilderness Mapping in Europe,D5,European Commission (Directorate General Environment),16554.77686,16554.77686
6173,2010,9,B,1032,BD,EU Deforestation Impacts,D2,EC,97039,95539
6174,2010,9,B,01038.00.D,CB,Strengthening the capacity of the Central Asian region,D4,UNEP / UNDA,423282.3244,100000
6175,2010,9,B,01042.00.D,PB,Capacity building in Latin America,D4,UNEP / UNDA,392024.5527,117216.6437
6176,2010,9,B,1043,MBH,Mining / Biodiversity Mapping Overlap,D6,I.H.S.,195361.0728,97680.5364
6177,2010,9,B,01048.01.D,JDH,UNEP Challenge Fund 2011,A6,UNEP,195361.0728,162800.894
6178,2010,9,B,1060,MBH,Sensitivity mapping in West Africa,D6,IMO/IPIECA ,38382,38382
6179,2010,9,B,01064.00.D,CMC,Strategic review of fish species,D3,JNCC,29566,29486
6180,2010,9,B,1077,CB,GEO-5 support to UNEP,D4,UNEP,30864,30864
6181,2010,9,B,01080.00.D,NB,Managing for Resilience _ Mauritius,H1,UNDP,130240.7152,129833
6182,2010,9,B,01085.00.D,CB,Biodiversity Ecosystem Functioning,D4,UNEP,1953610.728,319089.7522
6183,2010,9,B,01087.00.D,JS,Biodiversity Modelling with Imperial College,D8,NERC with Imperial College,1229507,25220
6184,2010,9,B,01090.00.D,BD,Lifeweb,D2,Lifeweb Initiative,25000,17000
6185,2010,9,B,01095.00.D,BD,Global atlas of carbon storage Phase II,D2,BMU,300000,230000
6186,2010,9,B,01100.00.D,LM,REDD-FAR database,D2,UNEP DEPI,130240.7152,117216.6437
6187,2010,9,B,01104.00.D,JJ,UNCCD Impact Indicators,D4,EC,82773.88429,21521.20992
6188,2010,9,B,01106.00.D,LW,TWAP,H1,GEF FSP,195361.0728,156288.8582
6189,2010,9,B,01110.00.D,LM,Indonesia REDD,D2,UNEP ROAP,78144.42912,58608.32184
6190,2010,9,B,01123.00.D,CM,Building stronger links between (Namibia) national and global biodiversity conservation information systems,D5,JRS BIODIVERSITY FOUNDATION,125031.0866,50012.43463
6191,2010,9,B,01124.00.D,JR,Increasing access to significant archives of documents and publications on the worlds threatened species and protected areas,C4,JRS BIODIVERSITY FOUNDATION,100000,45000
6192,2010,9,B,01129.00.D,VK,EC biofuel voluntary schemes,D2,EC subcontract,49664.33058,49664.33058
6193,2010,9,B,01133.00.D,PH,KNOSSOS,A6,EC FP7 via UNEP,7787.16,7787.16
6194,2010,9,B,01137.00.D,NB,Invasive species mapping and IIP integration,H1,JRS Biodiversity Fdn,97680.5364,39072.21456
6195,2010,9,B,01138.00.D,TY,Blue Forest Targetted Research ,H1,GEF,97680.5364,97680.5364
6196,2010,9,B,01140.00.D,HP,Moving towards a TEEB for Business Brazil Study,D5,Defra,44988,39788
6197,2010,9,B,01141.00.D,BB,IUCN World Heritage Gap Analysis,D5,IUCN,22300,22300
6198,2010,9,B,2386,GF,CITES Global Overview 2010,D3,CITES,179080.9834,180000
6199,2010,9,B,2490C,GF,CITES Support 2011,D3,CITES,63417,63417
6200,2010,9,B,2793,BD,Tanzania REDD,D2,UN REDD,260481.4304,65120.3576
6201,2010,9,B,4026,GF,EU Wildlife Support 2011-2013,D3,EU,1117447.438,993286.6115
6202,2010,9,B,4044,MBH,Biodiversity offsets Whitepaper,D6,IDB (InterAmerican Development Bank),13024.07152,13024.07152
6203,2010,9,B,4069,CDB,UNEP Ecological Corridoors,D5,UNEP,2619401.264,501426.7535
6204,2010,9,B,,MBH,Corporate data partners,D6,"Alcatel-Lucent, SNS, etc",30000,30000
6205,2010,9,C,1015.00.D,TY,Saltmarsh _ Blue Carbon mapping,H1,CCI,63250,15000
6206,2010,9,C,01033.00.D,LW,Biodiversity Broker - capacity building,H1,Unilever ,0,0
6207,2010,9,C,1034,FK,Invasive Species Mapping Tool,H1,,0,0
6208,2010,9,C,01037.00.D,DSS,Capacity building ASEAN region,D4,UNEP / UNDA,408955.8457,121164
6209,2010,9,C,1051,JJ,Improving connections between research and policy,D4,,250000,80000
6210,2010,9,C,1055,CC,ICCAs and Human Adaptation to Biodiversity Change,D5,NERC,50000,0
6211,2010,9,C,1057,JJ,UNCCD impact / PRAIS 2,D4,UNEP DGEF,651203.576,130240.7152
6212,2010,9,C,1058,CB,"Regional hubs and champions for ecosystem assessment practitioners
",D4,UNEP GEF and EC through 4064,651203.576,130240.7152
6213,2010,9,C,1067,NB,Island Information Portal,H1,Lighthouse Foundation ,97680.5364,26048.14304
6214,2010,9,C,01082.00.D,CM,UN List 2012,D5,A UN Agency,1074485.9,634675.378
6215,2010,9,C,1094,CC,ICCAs and REDD,D5,"UNDP, UNEP, others TBD",120000,85000
6216,2010,9,C,01102.00.D,LW,GOBI,H1,"GEF, Defra",0,0
6217,2010,9,C,01134.00.D,MBH,Biodiversity and Extractives,D6,GEF,3907221.456,0
6218,2010,9,C,01108.00.D,CC,"Pacific 2020, ocean basin connectivity and protection",D5,Okeanos Foundation,82773.88429,57941.71901
6219,2010,9,C,01112.00.D,AR,Adopting an ecosystem approach: improving integration of approaches to agriculture and biodiversity,D7,CBD Secretariat,13024.07152,11461.18294
6220,2010,9,C,01116.00.D,AR,Agriculture and Interactive maps,D7,,0,0
6221,2010,9,C,01121.00.D,CC,Supporting the Satoyama Initiative Partnership through Knowledge Management and Analysis,D5,Japan Government/UNU-IAS,195361.0728,136752.751
6222,2010,9,C,01125.00.D,CC,ICCAs and the GTZ,D5,GTZ,60000,42000
6223,2010,9,C,01128.00.D,CB,Traditional Knowledge Frameworks,D4,,120500,83500
6224,2010,9,C,01130.00.D,MBH,New database on National Biodiversity Priorities,D6,,0,0
6225,2010,9,C,01131.00.D,MW,CBD pre-AHTEG indicator expert meeting,D4,,61864.33972,9768.05364
6226,2010,9,C,01139.00.D,NB,ESPA Mechanisms for Ecosystem Service Provision,H1,NERC,200000,150000
6227,2010,9,C,01142.00.D,ND,REDD DRC,D2,DRC,70000,55000
6228,2010,9,C,2037B,CB,FRIS - Stage 3,D4,,0,0
6229,2010,9,C,2601,CDB,"Transboundary Conservation Governance:
Tools for Strengthening Global Co-operation
",D5,,61500,42500
6230,2010,9,C,2668,CDB,Protecting Carbon,D5,WWF International Forest Programme,0,0
6231,2010,9,C,2671,CC,Incorporating Marine Protected Area Management Effectiveness into the Global Study,D5,University of Queensland,0,0
6232,2010,9,C,2674,CC,Analysis of marine protected areas and marine biodiversity,D5,"OBIS, EC, Proteus",0,0
6233,2010,9,C,2728,GF,CITES regional analyses ASEAN,D3,,0,0
6234,2010,9,C,2731,IL,CILCA - Agrocertification,C2,,0,0
6235,2010,9,C,2744,MW,UNEP Biodiversity and Livelihoods Umbrella,D4,UNEP DEWA,0,0
6236,2010,9,C,2774,CC,"Understanding the conservation role, extent, and impact of Private Protected Areas",D5,"The Nature Conservancy, the IUCN World Commission on Protected Areas, Fundaci—n Ambiente y Recursos Naturales, IIED, DFID, the GEF",172568.9476,0
6237,2010,9,C,4004.01.D,AC,Congo Lidar,C2,German Environment Ministry (BMU),0,0
6238,2010,9,C,4024,HP,Building capacity on sustainable financial planning for protected areas in Brazil,D5,"TNC, Brazilian Government",547558.0148,91952.41249
6239,2010,9,C,4028,NB,Communities and Coral Reefs: Managing for Resilience,H1,EU + MoE Japan ,651203.576,455842.5032
6240,2010,9,C,4032,JJ,Wealth in Drylands,D4,,1673593.19,0
6241,2010,9,C,4033,CB,The MA e-learning portal,D4,,944245.1852,0
6242,2010,9,C,4034,JJ,Adapt-Live,D4,German Government,206934.7107,206934.7107
6243,2010,9,C,4057,MW,Sustainable Use Indicators for 2010 and Beyond,D4,"Shell, UNEP GEF",321039,0
6244,2010,9,C,4066,JJ,PEI Rapid ecosystem assessment tool,D4,UNDP-UNEP PEI,65120.3576,16280.0894
6245,2010,9,D,1000,JS,Contributions to PhD students,D8,,0,0
6246,2010,9,D,1005,CM,IPIECA: Modernise IMAPS facility,C2,IPIECA,0,0
6247,2010,9,D,01023.00.D,BB,World Heritage 2011,D5,IUCN,21161,21161
6248,2010,9,D,1026,NB,Future Food Security: Public _ Private Partnerships for Sustainable Open Ocean Mariculture,H1,,0,0
6249,2010,9,D,1040,HG,ShipStrikesMapper,D3,,0,0
6250,2010,9,D,1041,JS,Setting Biodiveristy Agenda with Martin Jenkins,D8,,0,0
6251,2010,9,D,1045.00.D,AR,Planning for Food security and Biodiversity conservation,D7,,0,0
6252,2010,9,D,01046.00.D,MBH,Ecoishare (GBIF),D6,GBIF,0,0
6253,2010,9,D,1053,CC,Partnership development with UNU-IAS,D5,UNU-IAS,7000,5000
6254,2010,9,D,1071,BD,Review of biofuels research and policy,D2,,0,0
6255,2010,9,D,1072,BD,Climate change and land use,D2,,0,0
6256,2010,9,D,1074,BD,REDD co-benefits network ,D2,(RCBN)/REDD co-benefits clearinghouse (RCBCH),0,0
6257,2010,9,D,1075,BD,Peatlands in the Arctic,D2,Potential collaboration with Shell,0,0
6258,2010,9,D,01088.00.D,AC,Citizen Science,C2,,0,0
6259,2010,9,D,01092.00.D,BD,UNEP-DTIE GBEP,D2,,0,0
6260,2010,9,D,01093.00.D,BD,DFID support for capacity building,D2,,0,0
6261,2010,9,D,01096.00.D,MW,ESPA Brazil,D4,"NERC, ESRC and DFID",0,0
6262,2010,9,D,01097.00.D,HP,UNEP Brazil Cooperation,D5,UNEP Brazil,0,0
6263,2010,9,D,01103.00.D,VK,Colombian mangroves GEF project,D2,UNEP GEF,0,0
6264,2010,9,D,01111.00.D,LM,World Forest Observatory,D2,Sloan Foundation,0,0
